,LotArea,Neighborhood,HouseStyle,RoofStyle,Foundation,CentralAir,YrSold,LandContour,Utilities,Condition1,Fireplaces,SaleType,KitchenQual,OverallQual,Heating,OpenPorchSF,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,FullBath,1stFlrSF,SalePrice
165,10106,Edwards,1.5Fin,Gable,BrkTil,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,,,0,0,,2,808,127500
166,10708,ClearCr,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,3,COD,TA,5,GasA,0,Attchd,Fin,1,303,TA,1,1867,190000
167,10562,NridgHt,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Ex,8,GasA,120,Attchd,Fin,3,789,TA,1,1610,325624
168,8244,Gilbert,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,48,Attchd,Fin,2,440,TA,2,840,183500
169,16669,Timber,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,8,GasA,64,Attchd,RFn,2,511,TA,2,1707,228000
170,12358,OldTown,1.5Fin,Gable,CBlock,Y,2007,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,0,Detchd,Unf,2,660,TA,1,854,128500
171,31770,mes,1Story,Hip,CBlock,Y,2010,Lvl,AllPub,Norm,2,WD,TA,6,GasA,62,Attchd,Fin,2,528,TA,1,1656,215000
172,5306,StoneBr,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,35,Attchd,RFn,2,504,Gd,2,1064,239000
173,10197,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,COD,TA,6,GasA,20,Attchd,Unf,2,504,TA,1,1362,163000
174,12416,Timber,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Fin,2,616,TA,2,1651,184000
175,12615,Edwards,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,29,Attchd,Unf,2,576,TA,2,2158,243000
176,10029,ClearCr,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,TA,6,GasA,228,Attchd,Unf,2,521,TA,2,1164,211000
177,13650,Sawyer,1.5Fin,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,0,Attchd,Unf,2,451,TA,2,1252,172500
178,17423,StoneBr,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,New,Ex,9,GasA,60,Attchd,Fin,3,1166,TA,2,2234,501837
179,8520,OldTown,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,480,Fa,1,968,100000
180,2117,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Detchd,Unf,2,440,TA,2,769,177000
181,7588,Crawfor,2Story,Gable,BrkTil,Y,2006,Lvl,AllPub,Norm,1,WD,TA,7,GasA,0,Detchd,Unf,1,216,Fa,1,901,200100
182,9060,Edwards,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Artery,1,WD,TA,5,GasA,0,Attchd,RFn,1,252,TA,1,1340,120000
183,11426,OldTown,1.5Fin,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,238,Detchd,Unf,2,484,TA,2,1362,200000
184,7438,BrkSide,1.5Fin,Gable,PConc,Y,2006,Lvl,AllPub,RRAn,0,WD,TA,5,GasA,0,Attchd,Unf,2,576,TA,1,936,127000
185,22950,OldTown,2.5Fin,Gable,BrkTil,Y,2006,Lvl,AllPub,Artery,2,WD,Ex,10,GasA,260,Detchd,Unf,3,840,Ex,2,1518,475000
186,9947,Mitchel,SLvl,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,27,Attchd,Unf,2,497,TA,2,1217,173000
187,10410,OldTown,1.5Fin,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,180,Fa,2,808,135000
188,7018,SawyerW,SFoyer,Gable,CBlock,Y,2009,Bnk,AllPub,Feedr,2,WD,TA,5,GasA,0,Detchd,Unf,2,528,TA,0,1224,153337
189,4923,StoneBr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,120,Attchd,Fin,2,682,TA,1,1593,286000
190,10570,Crawfor,2Story,Hip,CBlock,Y,2007,Bnk,AllPub,Norm,2,WD,Gd,8,GasA,74,Detchd,Unf,2,440,TA,2,1549,315000
191,7472,mes,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,32,Attchd,Fin,2,484,TA,1,725,184000
192,9017,CollgCr,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,35,Attchd,Fin,2,666,TA,2,1431,192000
193,2522,Edwards,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,40,Detchd,Unf,2,380,TA,2,970,130000
194,7180,CollgCr,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,352,TA,1,864,127000
195,2280,NPkVill,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Unf,2,440,TA,2,855,148500
196,9416,Somerst,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Ex,7,GasA,138,Attchd,Fin,3,786,TA,2,1726,311872
197,25419,mes,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Artery,1,WD,Gd,8,GasA,16,Detchd,Unf,2,795,TA,2,1360,235000
198,5520,OldTown,2.5Fin,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,6,GasA,198,,,0,0,,1,929,104000
199,9591,NridgHt,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,26,Attchd,Fin,3,856,TA,2,1713,274900
200,8546,Edwards,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,TA,4,GasA,64,Attchd,RFn,2,440,TA,2,1121,140000
201,10125,Mitchel,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,2,WD,TA,6,GasA,83,Detchd,Unf,2,473,TA,2,1279,171500
202,7000,OldTown,1.5Fin,Gable,BrkTil,Y,2006,Lvl,AllPub,Artery,0,COD,TA,6,GasA,0,Attchd,Unf,1,398,TA,2,865,112000
203,4438,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,RFn,2,420,TA,1,848,149000
204,3500,OldTown,1.5Fin,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,35,Detchd,Unf,1,240,TA,1,720,110000
205,11851,Gilbert,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,TA,7,GasA,34,Attchd,RFn,2,500,TA,2,1442,180500
206,13673,Sawyer,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,RRAe,1,WD,TA,5,GasA,30,Attchd,RFn,1,349,TA,1,1696,143900
207,12493,mes,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,TA,4,GasA,0,Attchd,RFn,1,312,TA,1,1100,141000
208,14364,SawyerW,2Story,Gable,CBlock,Y,2007,Low,AllPub,Norm,1,WD,TA,7,GasA,55,Attchd,Fin,2,454,TA,2,1180,277000
209,8250,mes,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,RFn,2,504,TA,1,1092,145000
210,5604,Edwards,1Story,Gable,CBlock,N,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,,,0,0,,1,864,98000
211,10420,Edwards,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,22,Attchd,RFn,2,460,TA,2,1212,186000
212,8640,Somerst,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,New,Gd,7,GasA,108,Attchd,RFn,2,644,TA,2,932,252678
213,13568,CollgCr,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,2,576,TA,1,990,156000
214,10900,CollgCr,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,36,Attchd,Fin,1,299,TA,1,689,161750
215,10011,mes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,0,Attchd,Unf,1,447,TA,1,1236,134450
216,8450,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,98,Attchd,Unf,2,484,TA,2,1436,210000
217,9906,OldTown,2Story,Gable,CBlock,N,2006,Lvl,AllPub,Norm,0,WD,TA,4,GasA,172,Detchd,Unf,1,210,TA,1,810,107000
218,15660,Crawfor,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,2,WD,Gd,7,GasA,119,Attchd,Unf,2,431,TA,1,1137,311500
219,3010,Blmngtn,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,Gd,7,GasA,0,Attchd,Fin,2,438,TA,2,1248,167240
220,8990,CollgCr,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,Gd,7,GasA,33,Attchd,RFn,2,675,TA,2,1498,204900
221,8068,Gilbert,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,ConLI,Gd,6,GasA,46,BuiltIn,RFn,2,390,TA,2,1010,200000
222,11475,NWAmes,2Story,Gable,CBlock,Y,2006,Lvl,AllPub,RRAn,1,WD,TA,6,GasA,208,Attchd,RFn,2,434,TA,2,811,179900
223,10500,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,2,576,TA,1,864,97000
224,13472,NridgHt,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,10,GasA,105,Attchd,Fin,3,968,TA,2,2392,386250
225,1680,BrDale,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,COD,TA,5,GasA,0,Detchd,Unf,1,280,TA,2,630,112000
226,9950,NoRidge,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,114,Attchd,RFn,3,721,TA,2,1214,290000
227,1869,BrDale,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,1,280,TA,1,483,106000
228,8521,Sawyer,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Feedr,1,WD,TA,5,GasA,0,Detchd,Unf,1,336,TA,1,912,125000
229,3182,Blmngtn,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,20,Attchd,Fin,2,430,TA,2,1555,192500
230,8760,mes,1Story,Hip,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,RFn,1,312,TA,1,1194,148000
231,15138,NoRidge,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,146,Attchd,Fin,3,810,TA,2,1490,403000
232,1680,BrDale,2Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Unf,1,288,TA,1,483,94500
233,10650,CollgCr,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,308,TA,1,894,128200
234,7851,Gilbert,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,2,WD,Gd,6,GasA,48,BuiltIn,Fin,2,440,TA,2,860,216500
235,1680,BrDale,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,1,264,TA,1,483,89500
236,8773,CollgCr,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,105,Attchd,RFn,2,494,TA,2,1414,185500
237,9453,SawyerW,2Story,Gable,PConc,Y,2010,Lvl,AllPub,RRNe,0,WD,Gd,7,GasA,70,Attchd,RFn,2,457,TA,2,1014,194500
238,12030,NridgHt,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,0,New,Gd,8,GasA,228,Attchd,Fin,3,818,TA,2,1694,318000
239,8741,Edwards,1.5Fin,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,6,GasA,140,Detchd,Unf,1,220,TA,1,798,113000
240,9000,Somerst,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,8,GasA,168,Attchd,RFn,2,750,TA,2,1566,262500
241,3880,OldTown,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,42,,,0,0,,1,866,110500
242,5000,OldTown,1.5Fin,Gable,BrkTil,N,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,352,Fa,1,889,79000
243,10762,SawyerW,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,28,Attchd,RFn,1,288,TA,1,626,120000
244,8880,SawyerW,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,2,WD,Gd,7,GasA,130,Attchd,RFn,2,463,TA,2,1222,205000
245,10400,NWAmes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,7,GasA,39,Attchd,Fin,2,604,TA,2,1872,241500
246,9142,OldTown,2Story,Gable,Stone,N,2006,Lvl,AllPub,Norm,0,WD,Fa,6,GasA,60,Detchd,Unf,1,440,Po,2,908,137000
247,11310,mes,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,30,Attchd,Unf,2,451,TA,1,1375,140000
248,11317,CollgCr,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,68,Attchd,RFn,2,500,TA,2,840,180000
249,159000,ClearCr,1.5Fin,Gable,CBlock,Y,2007,Low,AllPub,Norm,2,WD,Gd,6,GasA,98,Attchd,Fin,2,389,TA,2,1444,277000
250,5350,BrkSide,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,Fa,3,GasA,0,,,0,0,,1,1306,76500
251,4750,Crawfor,1Story,Hip,PConc,Y,2007,HLS,AllPub,Norm,1,WD,Gd,8,GasA,0,Attchd,Fin,2,538,TA,2,1625,235000
252,8366,SawyerW,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,45,Attchd,RFn,2,520,TA,2,798,173000
253,9350,mes,SLvl,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,0,CWD,Gd,6,GasA,0,Attchd,RFn,1,309,TA,2,1302,158000
254,8400,mes,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,RFn,1,294,TA,1,1314,145000
255,8738,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,0,BuiltIn,Fin,2,429,TA,2,1005,230000
256,8791,Somerst,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,56,Attchd,RFn,2,673,TA,2,864,207500
257,8814,CollgCr,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,110,Attchd,RFn,2,660,TA,2,1604,220000
258,12435,CollgCr,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,96,Attchd,RFn,2,564,TA,2,963,231500
259,12702,OldTown,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,45,Detchd,Unf,1,308,TA,1,882,97000
260,19296,mes,SLvl,Gable,CBlock,Y,2009,Lvl,AllPub,Artery,1,WD,TA,6,GasA,0,Attchd,Unf,2,884,TA,1,1382,176000
261,9588,CollgCr,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Ex,8,GasA,148,BuiltIn,Fin,3,868,TA,2,1482,276000
262,8471,Sawyer,SLvl,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,12,Attchd,Unf,2,492,TA,1,1212,151000
263,5500,OldTown,1.5Fin,Gable,BrkTil,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,484,TA,1,926,130000
264,5232,OldTown,1Story,Gable,BrkTil,N,2008,Bnk,AllPub,Artery,0,WD,TA,5,GasA,0,Detchd,Unf,2,504,TA,1,764,73000
265,12090,NWAmes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,Fin,2,576,TA,2,1422,175500
266,11207,Gilbert,2Story,Gable,PConc,Y,2006,HLS,AllPub,Norm,1,WD,TA,6,GasA,75,Attchd,Fin,2,413,TA,2,802,185000
267,8400,SWISU,2.5Fin,Gable,PConc,Y,2008,Bnk,AllPub,Norm,1,WD,Gd,5,GasA,24,Detchd,Unf,1,240,TA,2,1052,179500
268,6900,IDOTRR,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,5,GasA,25,Detchd,Fin,1,924,Ex,1,778,120500
269,7917,Edwards,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,6,GasA,30,Attchd,RFn,1,504,TA,1,1113,148000
270,10728,Somerst,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Gd,8,GasA,51,Attchd,RFn,3,1053,TA,2,1095,266000
271,39104,ClearCr,1Story,Flat,CBlock,Y,2008,Low,AllPub,Norm,2,WD,TA,7,GasA,0,Attchd,Unf,2,439,TA,1,1363,241500
272,11764,NoRidge,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,57,Attchd,Fin,3,671,TA,2,1164,290000
273,9600,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Feedr,1,WD,TA,6,GasA,0,Attchd,RFn,1,338,TA,2,1632,139000
274,8314,Mitchel,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,264,TA,1,816,124500
275,7264,BrkSide,1.5Fin,Gable,BrkTil,N,2009,Lvl,AllPub,Norm,0,WD,Ex,7,GasW,0,Detchd,Unf,2,672,TA,2,952,205000
276,9196,Mitchel,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,150,Attchd,Fin,2,573,TA,2,1560,201000
277,19138,Gilbert,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,2,400,TA,1,864,141000
278,14450,NridgHt,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Ex,9,GasA,98,Attchd,Fin,3,732,TA,2,2121,415298
279,10005,ClearCr,2Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,7,GasA,117,Attchd,Fin,2,505,TA,2,1156,192000
280,11287,SawyerW,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,84,Attchd,Fin,2,575,TA,2,1175,228500
281,7200,Somerst,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,Gd,6,GasA,120,Attchd,Fin,2,572,TA,2,1262,185000
282,5063,NridgHt,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,ConLw,Gd,7,GasA,62,Attchd,RFn,2,626,TA,2,1314,207500
283,9612,Somerst,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Feedr,1,New,Gd,8,GasA,150,Attchd,Fin,3,898,TA,2,1468,244600
284,8012,SawyerW,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,0,Attchd,RFn,2,529,TA,2,1575,179200
285,4251,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,New,Gd,7,GasA,54,Detchd,RFn,2,528,TA,2,625,164700
286,9786,mes,1.5Fin,Gable,CBlock,Y,2006,Bnk,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,RFn,2,440,TA,1,1085,159000
287,8125,mes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,,,0,0,,1,858,88000
288,9819,Sawyer,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,280,TA,1,900,122000
289,8730,BrkSide,2Story,Gable,BrkTil,Y,2007,Lvl,AllPub,RRAn,0,WD,TA,6,GasA,0,Detchd,Unf,1,384,TA,1,698,153575
290,15611,CollgCr,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Gd,8,GasA,51,Attchd,RFn,2,685,Gd,2,1079,233230
291,5687,SWISU,2Story,Gable,PConc,N,2008,Bnk,AllPub,Norm,0,WD,Fa,5,GasA,184,,,0,0,,2,936,135900
292,11409,Edwards,1.5Fin,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,Unf,1,281,TA,1,1148,131000
293,16659,NWAmes,2Story,Gable,CBlock,Y,2006,Lvl,AllPub,PosA,1,WD,Gd,7,GasA,250,Attchd,Fin,2,539,TA,2,1468,235000
294,9600,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,2,WD,TA,6,GasA,0,Attchd,Fin,2,418,TA,1,1644,167000
295,7937,Mitchel,SLvl,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,2,588,TA,1,1003,142500
296,13710,IDOTRR,1.5Fin,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,282,TA,1,910,152000
297,7399,Somerst,2Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,10,Detchd,RFn,2,576,TA,2,975,239000
298,11700,NWAmes,2Story,Mansard,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Unf,2,539,TA,1,1041,175000
299,14000,Crawfor,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,36,Attchd,Unf,1,300,TA,1,1152,158500
300,15750,Crawfor,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,2,WD,TA,5,GasA,0,Attchd,Unf,1,375,TA,1,1336,157000
301,16226,CollgCr,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,50,BuiltIn,Fin,2,683,TA,2,1210,267000
302,13704,CollgCr,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,81,Attchd,RFn,3,843,TA,2,1541,205000
303,9800,CollgCr,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,2,552,TA,1,894,149900
304,18386,OldTown,2.5Fin,Gable,BrkTil,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,0,Attchd,Unf,3,870,TA,3,1675,295000
305,10386,CollgCr,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,8,GasA,0,Attchd,Fin,3,888,TA,2,2000,305900
306,13474,SawyerW,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Feedr,1,WD,Gd,7,GasA,44,Attchd,RFn,3,746,TA,2,1122,225000
307,7920,IDOTRR,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Artery,0,WD,Fa,6,GasA,144,,,0,0,,1,1035,89500
308,12342,Edwards,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,2,539,TA,1,861,82500
309,12378,NridgHt,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,3,WD,Ex,9,GasA,175,Attchd,Fin,3,708,TA,2,1944,360000
310,7685,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,63,Attchd,Fin,2,420,TA,2,697,165600
311,8000,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Detchd,Unf,1,240,TA,1,972,132000
312,7800,OldTown,1.5Fin,Gable,CBlock,Y,2006,Lvl,AllPub,Artery,1,WD,TA,5,GasA,0,Detchd,Unf,2,410,TA,1,793,119900
313,215245,Timber,1Story,Hip,CBlock,Y,2009,Low,AllPub,Norm,2,WD,TA,7,GasW,0,Attchd,RFn,2,513,TA,2,2036,375000
314,9600,OldTown,2Story,Gable,BrkTil,Y,2006,Lvl,AllPub,Norm,1,WD,Ex,7,GasA,0,Detchd,Unf,2,546,Fa,1,832,178000
315,7795,Gilbert,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,51,Attchd,Fin,2,432,TA,2,716,188500
316,13005,NWAmes,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,7,GasA,195,Attchd,RFn,2,484,TA,2,1153,260000
317,9000,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,46,Attchd,RFn,3,1025,TA,2,1088,270000
318,9900,NoRidge,2Story,Gable,PConc,Y,2009,Low,AllPub,Norm,1,WD,Gd,7,GasA,60,Attchd,RFn,3,656,TA,2,1372,260000
319,14115,NWAmes,SLvl,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,2,WD,TA,7,GasA,48,Attchd,Unf,2,588,TA,2,1472,187500
320,16259,NridgHt,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,Gd,9,GasA,154,Attchd,RFn,3,840,TA,3,1249,342643
321,12099,NridgHt,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,154,BuiltIn,Fin,3,872,TA,2,1136,354000
322,10380,SawyerW,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,96,Attchd,Fin,2,576,TA,2,1553,301000
323,5820,OldTown,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,3,GasA,98,Attchd,Unf,1,220,Fa,1,1163,126175
324,11275,mes,SLvl,Mansard,CBlock,Y,2010,Lvl,AllPub,PosN,1,WD,Gd,7,GasA,0,BuiltIn,Fin,2,564,TA,2,1898,242000
325,5000,IDOTRR,1.5Unf,Gable,CBlock,N,2007,Lvl,AllPub,RRAe,0,WD,TA,5,GasA,0,Detchd,Unf,2,360,TA,1,803,87000
326,10846,Veenker,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,2,Con,Gd,8,GasA,30,Attchd,Fin,2,473,TA,1,1719,324000
327,11600,mes,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,45,Attchd,RFn,1,292,TA,1,1383,145250
328,11888,BrkSide,2.5Unf,Gable,BrkTil,N,2009,Bnk,AllPub,PosN,0,WD,Gd,6,GasA,60,Detchd,Unf,2,441,TA,2,1445,214500
329,6402,IDOTRR,2Story,Gable,PConc,N,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,189,Fa,1,596,78000
330,10624,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,352,TA,2,1728,119000
